itemid,valuenum,frequency_rank,token,label,fluid,category,loinc_code
50825,0.5,110,1084,Temperature,Blood,Blood Gas,
50825,0.6,110,1085,Temperature,Blood,Blood Gas,
50825,0.7,110,1086,Temperature,Blood,Blood Gas,
50825,0.8,110,1087,Temperature,Blood,Blood Gas,
50825,0.9,110,1088,Temperature,Blood,Blood Gas,
50825,1.0,110,1089,Temperature,Blood,Blood Gas,
50825,,110,1090,Temperature,Blood,Blood Gas,
50995,0.1,111,1091,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,0.2,111,1092,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,0.3,111,1093,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,0.4,111,1094,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,0.5,111,1095,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,0.6,111,1096,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,0.7,111,1097,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,0.8,111,1098,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,0.9,111,1099,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,1.0,111,1100,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
50995,,111,1101,"Thyroxine (T4), Free",Blood,Chemistry,3024-7
51010,0.1,112,1102,Vitamin B12,Blood,Chemistry,2170-9
51010,0.2,112,1103,Vitamin B12,Blood,Chemistry,2170-9
51010,0.3,112,1104,Vitamin B12,Blood,Chemistry,2170-9
51010,0.4,112,1105,Vitamin B12,Blood,Chemistry,2170-9
51010,0.5,112,1106,Vitamin B12,Blood,Chemistry,2170-9
51010,0.6,112,1107,Vitamin B12,Blood,Chemistry,2170-9
51010,0.7,112,1108,Vitamin B12,Blood,Chemistry,2170-9
51010,0.8,112,1109,Vitamin B12,Blood,Chemistry,2170-9
51010,0.9,112,1110,Vitamin B12,Blood,Chemistry,2170-9
51010,1.0,112,1111,Vitamin B12,Blood,Chemistry,2170-9
51010,,112,1112,Vitamin B12,Blood,Chemistry,2170-9
51009,0.1,113,1113,Vancomycin,Blood,Chemistry,4091-5
51009,0.2,113,1114,Vancomycin,Blood,Chemistry,4091-5
51009,0.3,113,1115,Vancomycin,Blood,Chemistry,4091-5
51009,0.4,113,1116,Vancomycin,Blood,Chemistry,4091-5
51009,0.5,113,1117,Vancomycin,Blood,Chemistry,4091-5
51009,0.6,113,1118,Vancomycin,Blood,Chemistry,4091-5
51009,0.7,113,1119,Vancomycin,Blood,Chemistry,4091-5
51009,0.8,113,1120,Vancomycin,Blood,Chemistry,4091-5
51009,0.9,113,1121,Vancomycin,Blood,Chemistry,4091-5
51009,1.0,113,1122,Vancomycin,Blood,Chemistry,4091-5
51009,,113,1123,Vancomycin,Blood,Chemistry,4091-5
51218,0.1,114,1124,Granulocyte Count,Blood,Hematology,
51218,0.2,114,1125,Granulocyte Count,Blood,Hematology,
51218,0.3,114,1126,Granulocyte Count,Blood,Hematology,
51218,0.4,114,1127,Granulocyte Count,Blood,Hematology,
51218,0.5,114,1128,Granulocyte Count,Blood,Hematology,
51218,0.6,114,1129,Granulocyte Count,Blood,Hematology,
51218,0.7,114,1130,Granulocyte Count,Blood,Hematology,
51218,0.8,114,1131,Granulocyte Count,Blood,Hematology,
51218,0.9,114,1132,Granulocyte Count,Blood,Hematology,
51218,1.0,114,1133,Granulocyte Count,Blood,Hematology,
51218,,114,1134,Granulocyte Count,Blood,Hematology,
50986,0.1,115,1135,tacroFK,Blood,Chemistry,
50986,0.2,115,1136,tacroFK,Blood,Chemistry,
50986,0.3,115,1137,tacroFK,Blood,Chemistry,
50986,0.4,115,1138,tacroFK,Blood,Chemistry,
50986,0.5,115,1139,tacroFK,Blood,Chemistry,
50986,0.6,115,1140,tacroFK,Blood,Chemistry,
50986,0.7,115,1141,tacroFK,Blood,Chemistry,
50986,0.8,115,1142,tacroFK,Blood,Chemistry,
50986,0.9,115,1143,tacroFK,Blood,Chemistry,
50986,1.0,115,1144,tacroFK,Blood,Chemistry,
50986,,115,1145,tacroFK,Blood,Chemistry,
50922,0.1,116,1146,Ethanol,Blood,Chemistry,5642-4
50922,0.2,116,1147,Ethanol,Blood,Chemistry,5642-4
50922,0.3,116,1148,Ethanol,Blood,Chemistry,5642-4
50922,0.4,116,1149,Ethanol,Blood,Chemistry,5642-4
50922,0.5,116,1150,Ethanol,Blood,Chemistry,5642-4
50922,0.6,116,1151,Ethanol,Blood,Chemistry,5642-4
50922,0.7,116,1152,Ethanol,Blood,Chemistry,5642-4
50922,0.8,116,1153,Ethanol,Blood,Chemistry,5642-4
50922,0.9,116,1154,Ethanol,Blood,Chemistry,5642-4
50922,1.0,116,1155,Ethanol,Blood,Chemistry,5642-4
50922,,116,1156,Ethanol,Blood,Chemistry,5642-4
50816,0.1,117,1157,Oxygen,Blood,Blood Gas,
50816,0.2,117,1158,Oxygen,Blood,Blood Gas,
50816,0.3,117,1159,Oxygen,Blood,Blood Gas,
50816,0.4,117,1160,Oxygen,Blood,Blood Gas,
50816,0.5,117,1161,Oxygen,Blood,Blood Gas,
50816,0.6,117,1162,Oxygen,Blood,Blood Gas,
50816,0.7,117,1163,Oxygen,Blood,Blood Gas,
50816,0.8,117,1164,Oxygen,Blood,Blood Gas,
50816,0.9,117,1165,Oxygen,Blood,Blood Gas,
50816,1.0,117,1166,Oxygen,Blood,Blood Gas,
50816,,117,1167,Oxygen,Blood,Blood Gas,
51102,0.1,118,1168,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,0.2,118,1169,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,0.3,118,1170,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,0.4,118,1171,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,0.5,118,1172,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,0.6,118,1173,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,0.7,118,1174,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,0.8,118,1175,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,0.9,118,1176,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,1.0,118,1177,"Total Protein, Urine",Urine,Chemistry,2887-8
51102,,118,1178,"Total Protein, Urine",Urine,Chemistry,2887-8
50856,0.1,119,1179,Acetaminophen,Blood,Chemistry,3297-9
50856,0.2,119,1180,Acetaminophen,Blood,Chemistry,3297-9
50856,0.3,119,1181,Acetaminophen,Blood,Chemistry,3297-9
50856,0.4,119,1182,Acetaminophen,Blood,Chemistry,3297-9
50856,0.5,119,1183,Acetaminophen,Blood,Chemistry,3297-9
50856,0.6,119,1184,Acetaminophen,Blood,Chemistry,3297-9
50856,0.7,119,1185,Acetaminophen,Blood,Chemistry,3297-9
50856,0.8,119,1186,Acetaminophen,Blood,Chemistry,3297-9
50856,0.9,119,1187,Acetaminophen,Blood,Chemistry,3297-9
50856,1.0,119,1188,Acetaminophen,Blood,Chemistry,3297-9
50856,,119,1189,Acetaminophen,Blood,Chemistry,3297-9
50806,0.1,120,1190,"Chloride, Whole Blood",Blood,Blood Gas,
50806,0.2,120,1191,"Chloride, Whole Blood",Blood,Blood Gas,
50806,0.3,120,1192,"Chloride, Whole Blood",Blood,Blood Gas,
50806,0.4,120,1193,"Chloride, Whole Blood",Blood,Blood Gas,
50806,0.5,120,1194,"Chloride, Whole Blood",Blood,Blood Gas,
50806,0.6,120,1195,"Chloride, Whole Blood",Blood,Blood Gas,
50806,0.7,120,1196,"Chloride, Whole Blood",Blood,Blood Gas,
50806,0.8,120,1197,"Chloride, Whole Blood",Blood,Blood Gas,
50806,0.9,120,1198,"Chloride, Whole Blood",Blood,Blood Gas,
50806,1.0,120,1199,"Chloride, Whole Blood",Blood,Blood Gas,
50806,,120,1200,"Chloride, Whole Blood",Blood,Blood Gas,
50981,0.1,121,1201,Salicylate,Blood,Chemistry,4023-8
50981,0.2,121,1202,Salicylate,Blood,Chemistry,4023-8
50981,0.3,121,1203,Salicylate,Blood,Chemistry,4023-8
50981,0.4,121,1204,Salicylate,Blood,Chemistry,4023-8
50981,0.5,121,1205,Salicylate,Blood,Chemistry,4023-8
50981,0.6,121,1206,Salicylate,Blood,Chemistry,4023-8
50981,0.7,121,1207,Salicylate,Blood,Chemistry,4023-8
50981,0.8,121,1208,Salicylate,Blood,Chemistry,4023-8
50981,0.9,121,1209,Salicylate,Blood,Chemistry,4023-8
50981,1.0,121,1210,Salicylate,Blood,Chemistry,4023-8
50981,,121,1211,Salicylate,Blood,Chemistry,4023-8
50867,0.1,122,1212,Amylase,Blood,Chemistry,6697-7
50867,0.2,122,1213,Amylase,Blood,Chemistry,6697-7
50867,0.3,122,1214,Amylase,Blood,Chemistry,6697-7
50867,0.4,122,1215,Amylase,Blood,Chemistry,6697-7
50867,0.5,122,1216,Amylase,Blood,Chemistry,6697-7
50867,0.6,122,1217,Amylase,Blood,Chemistry,6697-7
50867,0.7,122,1218,Amylase,Blood,Chemistry,6697-7
50867,0.8,122,1219,Amylase,Blood,Chemistry,6697-7
50867,0.9,122,1220,Amylase,Blood,Chemistry,6697-7
50867,1.0,122,1221,Amylase,Blood,Chemistry,6697-7
50867,,122,1222,Amylase,Blood,Chemistry,6697-7
51092,,123,1223,"Opiate Screen, Urine",Urine,Chemistry,
51079,,124,1224,"Cocaine, Urine",Urine,Chemistry,
51071,,125,1225,"Amphetamine Screen, Urine",Urine,Chemistry,
51257,0.1,126,1226,Nucleated Red Cells,Blood,Hematology,772-4
51257,0.2,126,1227,Nucleated Red Cells,Blood,Hematology,772-4
51257,0.3,126,1228,Nucleated Red Cells,Blood,Hematology,772-4
51257,0.4,126,1229,Nucleated Red Cells,Blood,Hematology,772-4
51257,0.5,126,1230,Nucleated Red Cells,Blood,Hematology,772-4
51257,0.6,126,1231,Nucleated Red Cells,Blood,Hematology,772-4
51257,0.7,126,1232,Nucleated Red Cells,Blood,Hematology,772-4
51257,0.8,126,1233,Nucleated Red Cells,Blood,Hematology,772-4
51257,0.9,126,1234,Nucleated Red Cells,Blood,Hematology,772-4
51257,1.0,126,1235,Nucleated Red Cells,Blood,Hematology,772-4
51257,,126,1236,Nucleated Red Cells,Blood,Hematology,772-4
51090,,127,1237,"Methadone, Urine",Urine,Chemistry,
51074,,128,1238,"Barbiturate Screen, Urine",Urine,Chemistry,3377-9
50853,0.1,129,1239,25-OH Vitamin D,Blood,Chemistry,
50853,0.2,129,1240,25-OH Vitamin D,Blood,Chemistry,
50853,0.3,129,1241,25-OH Vitamin D,Blood,Chemistry,
50853,0.4,129,1242,25-OH Vitamin D,Blood,Chemistry,
50853,0.5,129,1243,25-OH Vitamin D,Blood,Chemistry,
50853,0.6,129,1244,25-OH Vitamin D,Blood,Chemistry,
50853,0.7,129,1245,25-OH Vitamin D,Blood,Chemistry,
50853,0.8,129,1246,25-OH Vitamin D,Blood,Chemistry,
50853,0.9,129,1247,25-OH Vitamin D,Blood,Chemistry,
50853,1.0,129,1248,25-OH Vitamin D,Blood,Chemistry,
50853,,129,1249,25-OH Vitamin D,Blood,Chemistry,
51099,0.1,130,1250,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,0.2,130,1251,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,0.3,130,1252,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,0.4,130,1253,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,0.5,130,1254,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,0.6,130,1255,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,0.7,130,1256,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,0.8,130,1257,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,0.9,130,1258,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,1.0,130,1259,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51099,,130,1260,Protein/Creatinine Ratio,Urine,Chemistry,2890-2
51100,0.1,131,1261,"Sodium, Urine",Urine,Chemistry,2955-3
51100,0.2,131,1262,"Sodium, Urine",Urine,Chemistry,2955-3
51100,0.3,131,1263,"Sodium, Urine",Urine,Chemistry,2955-3
51100,0.4,131,1264,"Sodium, Urine",Urine,Chemistry,2955-3
51100,0.5,131,1265,"Sodium, Urine",Urine,Chemistry,2955-3
51100,0.6,131,1266,"Sodium, Urine",Urine,Chemistry,2955-3
51100,0.7,131,1267,"Sodium, Urine",Urine,Chemistry,2955-3
51100,0.8,131,1268,"Sodium, Urine",Urine,Chemistry,2955-3
51100,0.9,131,1269,"Sodium, Urine",Urine,Chemistry,2955-3
51100,1.0,131,1270,"Sodium, Urine",Urine,Chemistry,2955-3
51100,,131,1271,"Sodium, Urine",Urine,Chemistry,2955-3
50963,0.1,132,1272,NTproBNP,Blood,Chemistry,
50963,0.2,132,1273,NTproBNP,Blood,Chemistry,
50963,0.3,132,1274,NTproBNP,Blood,Chemistry,
50963,0.4,132,1275,NTproBNP,Blood,Chemistry,
50963,0.5,132,1276,NTproBNP,Blood,Chemistry,
50963,0.6,132,1277,NTproBNP,Blood,Chemistry,
50963,0.7,132,1278,NTproBNP,Blood,Chemistry,
50963,0.8,132,1279,NTproBNP,Blood,Chemistry,
50963,0.9,132,1280,NTproBNP,Blood,Chemistry,
50963,1.0,132,1281,NTproBNP,Blood,Chemistry,
50963,,132,1282,NTproBNP,Blood,Chemistry,
51501,0.1,133,1283,Transitional Epithelial Cells,Urine,Hematology,
51501,0.2,133,1284,Transitional Epithelial Cells,Urine,Hematology,
51501,0.3,133,1285,Transitional Epithelial Cells,Urine,Hematology,
51501,0.4,133,1286,Transitional Epithelial Cells,Urine,Hematology,
51501,0.5,133,1287,Transitional Epithelial Cells,Urine,Hematology,
51501,0.6,133,1288,Transitional Epithelial Cells,Urine,Hematology,
51501,0.7,133,1289,Transitional Epithelial Cells,Urine,Hematology,
51501,0.8,133,1290,Transitional Epithelial Cells,Urine,Hematology,
51501,0.9,133,1291,Transitional Epithelial Cells,Urine,Hematology,
51501,1.0,133,1292,Transitional Epithelial Cells,Urine,Hematology,
51501,,133,1293,Transitional Epithelial Cells,Urine,Hematology,
51288,0.1,134,1294,Sedimentation Rate,Blood,Hematology,4537-7
51288,0.2,134,1295,Sedimentation Rate,Blood,Hematology,4537-7
51288,0.3,134,1296,Sedimentation Rate,Blood,Hematology,4537-7
51288,0.4,134,1297,Sedimentation Rate,Blood,Hematology,4537-7
51288,0.5,134,1298,Sedimentation Rate,Blood,Hematology,4537-7
51288,0.6,134,1299,Sedimentation Rate,Blood,Hematology,4537-7
51288,0.7,134,1300,Sedimentation Rate,Blood,Hematology,4537-7
51288,0.8,134,1301,Sedimentation Rate,Blood,Hematology,4537-7
51288,0.9,134,1302,Sedimentation Rate,Blood,Hematology,4537-7
51288,1.0,134,1303,Sedimentation Rate,Blood,Hematology,4537-7
51288,,134,1304,Sedimentation Rate,Blood,Hematology,4537-7
50941,,135,1305,Hepatitis B Surface Antigen,Blood,Chemistry,5196-1
50943,,136,1306,Hepatitis C Virus Antibody,Blood,Chemistry,16128-1
50974,0.1,137,1307,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,0.2,137,1308,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,0.3,137,1309,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,0.4,137,1310,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,0.5,137,1311,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,0.6,137,1312,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,0.7,137,1313,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,0.8,137,1314,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,0.9,137,1315,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,1.0,137,1316,Prostate Specific Antigen,Blood,Chemistry,2857-1
50974,,137,1317,Prostate Specific Antigen,Blood,Chemistry,2857-1
50944,,138,1318,HIV Antibody,Blood,Chemistry,5220-9
50819,0.1,139,1319,PEEP,Blood,Blood Gas,
50819,0.2,139,1320,PEEP,Blood,Blood Gas,
50819,0.3,139,1321,PEEP,Blood,Blood Gas,
50819,0.4,139,1322,PEEP,Blood,Blood Gas,
50819,0.5,139,1323,PEEP,Blood,Blood Gas,
50819,0.6,139,1324,PEEP,Blood,Blood Gas,
50819,0.7,139,1325,PEEP,Blood,Blood Gas,
50819,0.8,139,1326,PEEP,Blood,Blood Gas,
50819,0.9,139,1327,PEEP,Blood,Blood Gas,
50819,1.0,139,1328,PEEP,Blood,Blood Gas,
50819,,139,1329,PEEP,Blood,Blood Gas,
50828,,140,1330,Ventilator,Blood,Blood Gas,
51069,0.1,141,1331,"Albumin, Urine",Urine,Chemistry,
51069,0.2,141,1332,"Albumin, Urine",Urine,Chemistry,
51069,0.3,141,1333,"Albumin, Urine",Urine,Chemistry,
51069,0.4,141,1334,"Albumin, Urine",Urine,Chemistry,
51069,0.5,141,1335,"Albumin, Urine",Urine,Chemistry,
51069,0.6,141,1336,"Albumin, Urine",Urine,Chemistry,
51069,0.7,141,1337,"Albumin, Urine",Urine,Chemistry,
51069,0.8,141,1338,"Albumin, Urine",Urine,Chemistry,
51069,0.9,141,1339,"Albumin, Urine",Urine,Chemistry,
51069,1.0,141,1340,"Albumin, Urine",Urine,Chemistry,
51069,,141,1341,"Albumin, Urine",Urine,Chemistry,
51070,0.1,142,1342,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,0.2,142,1343,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,0.3,142,1344,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,0.4,142,1345,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,0.5,142,1346,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,0.6,142,1347,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,0.7,142,1348,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,0.8,142,1349,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,0.9,142,1350,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,1.0,142,1351,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
51070,,142,1352,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3
50827,,143,1353,Ventilation Rate,Blood,Blood Gas,
50925,0.1,144,1354,Folate,Blood,Chemistry,2284-8
50925,0.2,144,1355,Folate,Blood,Chemistry,2284-8
50925,0.3,144,1356,Folate,Blood,Chemistry,2284-8
50925,0.4,144,1357,Folate,Blood,Chemistry,2284-8
50925,0.5,144,1358,Folate,Blood,Chemistry,2284-8
50925,0.6,144,1359,Folate,Blood,Chemistry,2284-8
50925,0.7,144,1360,Folate,Blood,Chemistry,2284-8
50925,0.8,144,1361,Folate,Blood,Chemistry,2284-8
50925,0.9,144,1362,Folate,Blood,Chemistry,2284-8
50925,1.0,144,1363,Folate,Blood,Chemistry,2284-8
50925,,144,1364,Folate,Blood,Chemistry,2284-8
51283,0.1,145,1365,"Reticulocyte Count, Automated",Blood,Hematology,
51283,0.2,145,1366,"Reticulocyte Count, Automated",Blood,Hematology,
51283,0.3,145,1367,"Reticulocyte Count, Automated",Blood,Hematology,
51283,0.4,145,1368,"Reticulocyte Count, Automated",Blood,Hematology,
51283,0.5,145,1369,"Reticulocyte Count, Automated",Blood,Hematology,
51283,0.6,145,1370,"Reticulocyte Count, Automated",Blood,Hematology,
51283,0.7,145,1371,"Reticulocyte Count, Automated",Blood,Hematology,
51283,0.8,145,1372,"Reticulocyte Count, Automated",Blood,Hematology,
51283,0.9,145,1373,"Reticulocyte Count, Automated",Blood,Hematology,
51283,1.0,145,1374,"Reticulocyte Count, Automated",Blood,Hematology,
51283,,145,1375,"Reticulocyte Count, Automated",Blood,Hematology,
51093,0.1,146,1376,"Osmolality, Urine",Urine,Chemistry,
51093,0.2,146,1377,"Osmolality, Urine",Urine,Chemistry,
51093,0.3,146,1378,"Osmolality, Urine",Urine,Chemistry,
51093,0.4,146,1379,"Osmolality, Urine",Urine,Chemistry,
51093,0.5,146,1380,"Osmolality, Urine",Urine,Chemistry,
51093,0.6,146,1381,"Osmolality, Urine",Urine,Chemistry,
51093,0.7,146,1382,"Osmolality, Urine",Urine,Chemistry,
51093,0.8,146,1383,"Osmolality, Urine",Urine,Chemistry,
51093,0.9,146,1384,"Osmolality, Urine",Urine,Chemistry,
51093,1.0,146,1385,"Osmolality, Urine",Urine,Chemistry,
51093,,146,1386,"Osmolality, Urine",Urine,Chemistry,
50965,0.1,147,1387,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,0.2,147,1388,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,0.3,147,1389,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,0.4,147,1390,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,0.5,147,1391,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,0.6,147,1392,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,0.7,147,1393,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,0.8,147,1394,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,0.9,147,1395,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,1.0,147,1396,Parathyroid Hormone,Blood,Chemistry,2731-8
50965,,147,1397,Parathyroid Hormone,Blood,Chemistry,2731-8
50826,0.1,148,1398,Tidal Volume,Blood,Blood Gas,
50826,0.2,148,1399,Tidal Volume,Blood,Blood Gas,
50826,0.3,148,1400,Tidal Volume,Blood,Blood Gas,
50826,0.4,148,1401,Tidal Volume,Blood,Blood Gas,
50826,0.5,148,1402,Tidal Volume,Blood,Blood Gas,
50826,0.6,148,1403,Tidal Volume,Blood,Blood Gas,
50826,0.7,148,1404,Tidal Volume,Blood,Blood Gas,
50826,0.8,148,1405,Tidal Volume,Blood,Blood Gas,
50826,0.9,148,1406,Tidal Volume,Blood,Blood Gas,
50826,1.0,148,1407,Tidal Volume,Blood,Blood Gas,
50826,,148,1408,Tidal Volume,Blood,Blood Gas,
50950,0.1,149,1409,Immunoglobulin G,Blood,Chemistry,2465-3
50950,0.2,149,1410,Immunoglobulin G,Blood,Chemistry,2465-3
50950,0.3,149,1411,Immunoglobulin G,Blood,Chemistry,2465-3
50950,0.4,149,1412,Immunoglobulin G,Blood,Chemistry,2465-3
50950,0.5,149,1413,Immunoglobulin G,Blood,Chemistry,2465-3
50950,0.6,149,1414,Immunoglobulin G,Blood,Chemistry,2465-3
50950,0.7,149,1415,Immunoglobulin G,Blood,Chemistry,2465-3
50950,0.8,149,1416,Immunoglobulin G,Blood,Chemistry,2465-3
50950,0.9,149,1417,Immunoglobulin G,Blood,Chemistry,2465-3
50950,1.0,149,1418,Immunoglobulin G,Blood,Chemistry,2465-3
50950,,149,1419,Immunoglobulin G,Blood,Chemistry,2465-3
50935,0.1,150,1420,Haptoglobin,Blood,Chemistry,4542-7
50935,0.2,150,1421,Haptoglobin,Blood,Chemistry,4542-7
50935,0.3,150,1422,Haptoglobin,Blood,Chemistry,4542-7
50935,0.4,150,1423,Haptoglobin,Blood,Chemistry,4542-7
50935,0.5,150,1424,Haptoglobin,Blood,Chemistry,4542-7
50935,0.6,150,1425,Haptoglobin,Blood,Chemistry,4542-7
50935,0.7,150,1426,Haptoglobin,Blood,Chemistry,4542-7
50935,0.8,150,1427,Haptoglobin,Blood,Chemistry,4542-7
50935,0.9,150,1428,Haptoglobin,Blood,Chemistry,4542-7
50935,1.0,150,1429,Haptoglobin,Blood,Chemistry,4542-7
50935,,150,1430,Haptoglobin,Blood,Chemistry,4542-7
50975,,151,1431,Protein Electrophoresis,Blood,Chemistry,
50949,0.1,152,1432,Immunoglobulin A,Blood,Chemistry,2458-8
50949,0.2,152,1433,Immunoglobulin A,Blood,Chemistry,2458-8
50949,0.3,152,1434,Immunoglobulin A,Blood,Chemistry,2458-8
50949,0.4,152,1435,Immunoglobulin A,Blood,Chemistry,2458-8
50949,0.5,152,1436,Immunoglobulin A,Blood,Chemistry,2458-8
50949,0.6,152,1437,Immunoglobulin A,Blood,Chemistry,2458-8
50949,0.7,152,1438,Immunoglobulin A,Blood,Chemistry,2458-8
50949,0.8,152,1439,Immunoglobulin A,Blood,Chemistry,2458-8
50949,0.9,152,1440,Immunoglobulin A,Blood,Chemistry,2458-8
50949,1.0,152,1441,Immunoglobulin A,Blood,Chemistry,2458-8
50949,,152,1442,Immunoglobulin A,Blood,Chemistry,2458-8
51097,0.1,153,1443,"Potassium, Urine",Urine,Chemistry,2828-2
51097,0.2,153,1444,"Potassium, Urine",Urine,Chemistry,2828-2
51097,0.3,153,1445,"Potassium, Urine",Urine,Chemistry,2828-2
51097,0.4,153,1446,"Potassium, Urine",Urine,Chemistry,2828-2
51097,0.5,153,1447,"Potassium, Urine",Urine,Chemistry,2828-2
51097,0.6,153,1448,"Potassium, Urine",Urine,Chemistry,2828-2
51097,0.7,153,1449,"Potassium, Urine",Urine,Chemistry,2828-2
51097,0.8,153,1450,"Potassium, Urine",Urine,Chemistry,2828-2
51097,0.9,153,1451,"Potassium, Urine",Urine,Chemistry,2828-2
51097,1.0,153,1452,"Potassium, Urine",Urine,Chemistry,2828-2
51097,,153,1453,"Potassium, Urine",Urine,Chemistry,2828-2
50906,0.1,154,1454,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,0.2,154,1455,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,0.3,154,1456,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,0.4,154,1457,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,0.5,154,1458,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,0.6,154,1459,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,0.7,154,1460,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,0.8,154,1461,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,0.9,154,1462,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,1.0,154,1463,"Cholesterol, LDL, Measured",Blood,Chemistry,
50906,,154,1464,"Cholesterol, LDL, Measured",Blood,Chemistry,
50964,0.1,155,1465,"Osmolality, Measured",Blood,Chemistry,
50964,0.2,155,1466,"Osmolality, Measured",Blood,Chemistry,
50964,0.3,155,1467,"Osmolality, Measured",Blood,Chemistry,
50964,0.4,155,1468,"Osmolality, Measured",Blood,Chemistry,
50964,0.5,155,1469,"Osmolality, Measured",Blood,Chemistry,
50964,0.6,155,1470,"Osmolality, Measured",Blood,Chemistry,
50964,0.7,155,1471,"Osmolality, Measured",Blood,Chemistry,
50964,0.8,155,1472,"Osmolality, Measured",Blood,Chemistry,
50964,0.9,155,1473,"Osmolality, Measured",Blood,Chemistry,
50964,1.0,155,1474,"Osmolality, Measured",Blood,Chemistry,
50964,,155,1475,"Osmolality, Measured",Blood,Chemistry,
51078,0.1,156,1476,"Chloride, Urine",Urine,Chemistry,2078-4
51078,0.2,156,1477,"Chloride, Urine",Urine,Chemistry,2078-4
51078,0.3,156,1478,"Chloride, Urine",Urine,Chemistry,2078-4
51078,0.4,156,1479,"Chloride, Urine",Urine,Chemistry,2078-4
51078,0.5,156,1480,"Chloride, Urine",Urine,Chemistry,2078-4
51078,0.6,156,1481,"Chloride, Urine",Urine,Chemistry,2078-4
51078,0.7,156,1482,"Chloride, Urine",Urine,Chemistry,2078-4
51078,0.8,156,1483,"Chloride, Urine",Urine,Chemistry,2078-4
51078,0.9,156,1484,"Chloride, Urine",Urine,Chemistry,2078-4
51078,1.0,156,1485,"Chloride, Urine",Urine,Chemistry,2078-4
